Time,Source,Destination,Protocol,Length,Info,Label
0.052878,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.052988,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data",Non-Serangan
0.053044,10.10.1.198,172.217.194.95,TLSv1.2,17698,"Application Data, Application Data",Non-Serangan
0.053078,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.053154,10.10.1.198,172.217.194.95,TLSv1.2,32880,"Application Data, Application Data",Non-Serangan
0.053219,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.053253,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.053302,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.053732,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data",Non-Serangan
0.053879,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.054273,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.055244,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.055764,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.056345,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.056887,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.05743,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.057949,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.058596,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.059077,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.059628,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.060131,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.060671,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data",Non-Serangan
0.06123,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.061788,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.062363,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.062891,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.063483,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.063979,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.064548,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.065114,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.065604,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.066148,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.068333,10.10.1.198,172.217.194.95,TLSv1.2,13038,Application Data,Non-Serangan
0.068376,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.068432,10.10.1.198,172.217.194.95,TLSv1.2,32880,"Application Data, Application Data",Non-Serangan
0.068513,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.068561,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.06859,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.068657,10.10.1.198,172.217.194.95,TLSv1.2,32880,"Application Data, Application Data",Non-Serangan
0.068686,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.068739,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.068763,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.068805,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.068833,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.068885,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.068934,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.069072,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data",Non-Serangan
0.069599,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.070147,10.10.1.198,172.217.194.95,TLSv1.2,32030,"Application Data, Application Data, Application Data",Non-Serangan
0.155994,172.217.194.95,10.10.1.198,TLSv1.2,496,Application Data,Non-Serangan
0.197203,10.10.1.198,172.217.194.95,TLSv1.2,4186,Application Data,Non-Serangan
0.197286,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.197361,10.10.1.198,172.217.194.95,TLSv1.2,32880,"Application Data, Application Data",Non-Serangan
0.19748,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data",Non-Serangan
0.197597,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.198721,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.198752,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.198772,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.199675,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.201999,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.202018,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.202034,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.207998,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.208024,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.208046,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.211687,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.211715,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data",Non-Serangan
0.211732,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.215994,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.216017,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.216045,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.219996,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.220021,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.220045,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.221995,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.222016,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.222034,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.2225,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.222955,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.223232,10.10.1.198,172.217.194.95,TLSv1.2,15486,Application Data,Non-Serangan
0.26062,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.260699,10.10.1.198,172.217.194.95,TLSv1.2,32880,"Application Data, Application Data",Non-Serangan
0.260803,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data",Non-Serangan
0.260902,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.262041,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.262071,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.268005,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.268041,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.26808,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.270047,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.27007,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.270109,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.274039,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.274068,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.274099,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.280001,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data",Non-Serangan
0.280038,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.280063,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.281999,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.282033,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.282074,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.285702,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.285739,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.285765,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.286253,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.286609,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.286773,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.287849,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.28834,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data",Non-Serangan
0.288852,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.289557,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.289954,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.290543,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.291996,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.292025,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.293224,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.293261,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.293525,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.293804,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.293859,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.294355,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.295447,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.296072,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data",Non-Serangan
0.29669,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.297303,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.297677,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.298476,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.298899,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.299529,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.299773,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.299888,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.300983,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.301556,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.302627,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.302653,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.303176,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data",Non-Serangan
0.305172,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.305202,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.305236,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.305669,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.306258,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.306895,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.307241,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.307823,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.308388,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.308992,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.315242,10.10.1.198,172.217.194.95,TLSv1.2,12780,Application Data,Non-Serangan
0.315288,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.315347,10.10.1.198,172.217.194.95,TLSv1.2,32880,"Application Data, Application Data",Non-Serangan
0.315571,10.10.1.198,172.217.194.95,TLSv1.2,49286,"Application Data, Application Data, Application Data",Non-Serangan
0.31564,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.315699,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.315764,10.10.1.198,172.217.194.95,TLSv1.2,32880,"Application Data, Application Data",Non-Serangan
0.315821,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.315908,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data",Non-Serangan
0.316065,10.10.1.198,172.217.194.95,TLSv1.2,17698,"Application Data, Application Data",Non-Serangan
0.316207,10.10.1.198,172.217.194.95,TLSv1.2,16474,Application Data,Non-Serangan
0.316332,10.10.1.198,172.217.194.95,TLSv1.2,49286,"Application Data, Application Data, Application Data",Non-Serangan
0.316681,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data",Non-Serangan
0.317357,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.31762,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.318657,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.319139,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.319651,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.320243,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.320797,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.321458,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.321862,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.322424,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.322956,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
0.323495,10.10.1.198,172.217.194.95,TLSv1.2,64468,"Application Data, Application Data, Application Data, Application Data",Non-Serangan
